"gene.no"	"genes"	"p.value"
"23473"	23473	"ENSRNOG00000038031"	0.781683276833748
"23474"	23474	"ENSRNOG00000038033"	NA
"23475"	23475	"ENSRNOG00000038034"	NA
"23476"	23476	"ENSRNOG00000038035"	0.18375942838419
"23477"	23477	"ENSRNOG00000038037"	0.540554408026213
"23478"	23478	"ENSRNOG00000038041"	0.441099079741173
"23479"	23479	"ENSRNOG00000038042"	NA
"23480"	23480	"ENSRNOG00000038044"	0.616009058855494
"23481"	23481	"ENSRNOG00000038045"	0.879564061797112
"23482"	23482	"ENSRNOG00000038046"	0.051895096071214
"23483"	23483	"ENSRNOG00000038047"	0.96451031719673
"23484"	23484	"ENSRNOG00000038048"	0.585155819843389
"23485"	23485	"ENSRNOG00000038050"	0.434711139532884
"23486"	23486	"ENSRNOG00000038052"	NA
"23487"	23487	"ENSRNOG00000038053"	0.695202903515992
"23488"	23488	"ENSRNOG00000038054"	NA
"23489"	23489	"ENSRNOG00000038055"	0.807131602167931
"23490"	23490	"ENSRNOG00000038057"	NA
"23491"	23491	"ENSRNOG00000038058"	0.441099079741172
"23492"	23492	"ENSRNOG00000038059"	0.628894477150975
"23493"	23493	"ENSRNOG00000038064"	0.441099079741173
"23494"	23494	"ENSRNOG00000038066"	0.843152963116614
"23495"	23495	"ENSRNOG00000038068"	0.547618766736398
"23496"	23496	"ENSRNOG00000038074"	0.505809431174699
"23497"	23497	"ENSRNOG00000038076"	NA
"23498"	23498	"ENSRNOG00000038077"	0.756930633244865
"23499"	23499	"ENSRNOG00000038078"	0.565609686677675
"23500"	23500	"ENSRNOG00000038079"	0.045650555421322
"23501"	23501	"ENSRNOG00000038080"	0.365168844407929
"23502"	23502	"ENSRNOG00000038083"	0.0088115855227778
"23503"	23503	"ENSRNOG00000038084"	NA
"23504"	23504	"ENSRNOG00000038085"	0.138849848525914
"23505"	23505	"ENSRNOG00000038086"	0.140050033248009
"23506"	23506	"ENSRNOG00000038087"	0.097735325962876
"23507"	23507	"ENSRNOG00000038088"	0.8789064723049
"23508"	23508	"ENSRNOG00000038091"	0.441099079741172
"23509"	23509	"ENSRNOG00000038095"	0.0959418870868257
"23510"	23510	"ENSRNOG00000038097"	0.00902272888804933
"23511"	23511	"ENSRNOG00000038098"	NA
"23512"	23512	"ENSRNOG00000038099"	NA
"23513"	23513	"ENSRNOG00000038100"	0.74031278945142
"23514"	23514	"ENSRNOG00000038101"	0.149857885683773
"23515"	23515	"ENSRNOG00000038102"	0.853182716031549
"23516"	23516	"ENSRNOG00000038103"	0.532467216351132
"23517"	23517	"ENSRNOG00000038106"	0.63218484541405
"23518"	23518	"ENSRNOG00000038107"	NA
"23519"	23519	"ENSRNOG00000038108"	0.441099079741172
"23520"	23520	"ENSRNOG00000038109"	0.598872091119283
"23521"	23521	"ENSRNOG00000038111"	0.616538697750328
"23522"	23522	"ENSRNOG00000038112"	0.681252179642026
"23523"	23523	"ENSRNOG00000038113"	0.127277744160307
"23524"	23524	"ENSRNOG00000038114"	0.385509656182794
"23525"	23525	"ENSRNOG00000038115"	NA
"23526"	23526	"ENSRNOG00000038117"	NA
"23527"	23527	"ENSRNOG00000038118"	0.594994419141593
"23528"	23528	"ENSRNOG00000038119"	0.114282703213784
"23529"	23529	"ENSRNOG00000038120"	0.798690777646627
"23530"	23530	"ENSRNOG00000038121"	0.511402388921831
"23531"	23531	"ENSRNOG00000038122"	NA
"23532"	23532	"ENSRNOG00000038123"	0.235285952190802
"23533"	23533	"ENSRNOG00000038124"	0.203410368058649
"23534"	23534	"ENSRNOG00000038126"	0.441099079741173
"23535"	23535	"ENSRNOG00000038128"	NA
"23536"	23536	"ENSRNOG00000038129"	NA
"23537"	23537	"ENSRNOG00000038130"	NA
"23538"	23538	"ENSRNOG00000038131"	0.536410417625085
"23539"	23539	"ENSRNOG00000038132"	0.75187029286582
"23540"	23540	"ENSRNOG00000038133"	NA
"23541"	23541	"ENSRNOG00000038135"	NA
"23542"	23542	"ENSRNOG00000038138"	0.278545686056425
"23543"	23543	"ENSRNOG00000038139"	NA
"23544"	23544	"ENSRNOG00000038140"	0.0300971952339662
"23545"	23545	"ENSRNOG00000038141"	NA
"23546"	23546	"ENSRNOG00000038146"	0.00431624976084472
"23547"	23547	"ENSRNOG00000038147"	0.441099079741173
"23548"	23548	"ENSRNOG00000038148"	0.139895949184248
"23549"	23549	"ENSRNOG00000038149"	0.441099079741173
"23550"	23550	"ENSRNOG00000038150"	0.605556803915412
"23551"	23551	"ENSRNOG00000038151"	0.5945181899899
"23552"	23552	"ENSRNOG00000038152"	0.670673089944914
"23553"	23553	"ENSRNOG00000038154"	0.441099079741173
"23554"	23554	"ENSRNOG00000038155"	NA
"23555"	23555	"ENSRNOG00000038156"	0.791398468413571
"23556"	23556	"ENSRNOG00000038157"	NA
"23557"	23557	"ENSRNOG00000038160"	0.842734043896417
"23558"	23558	"ENSRNOG00000038161"	0.732621014327665
"23559"	23559	"ENSRNOG00000038165"	0.200813793922108
"23560"	23560	"ENSRNOG00000038166"	0.189872215254033
"23561"	23561	"ENSRNOG00000038169"	0.943265723337009
"23562"	23562	"ENSRNOG00000038170"	NA
"23563"	23563	"ENSRNOG00000038171"	0.440070708196893
"23564"	23564	"ENSRNOG00000038174"	NA
"23565"	23565	"ENSRNOG00000038176"	0.286563084589865
"23566"	23566	"ENSRNOG00000038178"	0.471195562548754
"23567"	23567	"ENSRNOG00000038180"	0.441099079741173
"23568"	23568	"ENSRNOG00000038181"	0.441099079741173
"23569"	23569	"ENSRNOG00000038182"	0.488129819688493
"23570"	23570	"ENSRNOG00000038183"	0.682466074656211
"23571"	23571	"ENSRNOG00000038184"	0.0663378514431978
"23572"	23572	"ENSRNOG00000038186"	0.441099079741173
"23573"	23573	"ENSRNOG00000038187"	0.367157071015569
"23574"	23574	"ENSRNOG00000038188"	0.386860567573189
"23575"	23575	"ENSRNOG00000038190"	0.0221147306671861
"23576"	23576	"ENSRNOG00000038191"	0.0523949816093473
"23577"	23577	"ENSRNOG00000038193"	0.770333866583082
"23578"	23578	"ENSRNOG00000038197"	0.622095158790159
"23579"	23579	"ENSRNOG00000038199"	0.668349824608656
"23580"	23580	"ENSRNOG00000038200"	0.0372174792225568
"23581"	23581	"ENSRNOG00000038202"	0.877457885294828
"23582"	23582	"ENSRNOG00000038203"	0.35599077838777
"23583"	23583	"ENSRNOG00000038205"	0.396569542577324
"23584"	23584	"ENSRNOG00000038209"	0.441099079741173
"23585"	23585	"ENSRNOG00000038211"	0.630593754801233
"23586"	23586	"ENSRNOG00000038212"	0.266687481146073
"23587"	23587	"ENSRNOG00000038213"	NA
"23588"	23588	"ENSRNOG00000038215"	0.949980966418257
"23589"	23589	"ENSRNOG00000038217"	0.848382689841805
"23590"	23590	"ENSRNOG00000038218"	0.586904538940107
"23591"	23591	"ENSRNOG00000038225"	0.240545350702631
"23592"	23592	"ENSRNOG00000038226"	0.569455130928619
"23593"	23593	"ENSRNOG00000038228"	0.231962658817858
"23594"	23594	"ENSRNOG00000038230"	0.451194398692165
"23595"	23595	"ENSRNOG00000038231"	0.592521697996216
"23596"	23596	"ENSRNOG00000038235"	NA
"23597"	23597	"ENSRNOG00000038236"	NA
"23598"	23598	"ENSRNOG00000038237"	0.441099079741173
"23599"	23599	"ENSRNOG00000038238"	0.286647666654548
"23600"	23600	"ENSRNOG00000038239"	0.643098249842836
"23601"	23601	"ENSRNOG00000038240"	0.441099079741174
"23602"	23602	"ENSRNOG00000038241"	0.164253911053884
"23603"	23603	"ENSRNOG00000038242"	0.441099079741172
"23604"	23604	"ENSRNOG00000038243"	NA
"23605"	23605	"ENSRNOG00000038245"	0.95378346281089
"23606"	23606	"ENSRNOG00000038246"	0.312948831346295
"23607"	23607	"ENSRNOG00000038247"	NA
"23608"	23608	"ENSRNOG00000038248"	NA
"23609"	23609	"ENSRNOG00000038251"	0.441099079741173
"23610"	23610	"ENSRNOG00000038254"	NA
"23611"	23611	"ENSRNOG00000038256"	NA
"23612"	23612	"ENSRNOG00000038257"	0.178834441677196
"23613"	23613	"ENSRNOG00000038258"	0.0475018672289237
"23614"	23614	"ENSRNOG00000038259"	0.81572019017471
"23615"	23615	"ENSRNOG00000038260"	NA
"23616"	23616	"ENSRNOG00000038261"	NA
"23617"	23617	"ENSRNOG00000038264"	NA
"23618"	23618	"ENSRNOG00000038265"	NA
"23619"	23619	"ENSRNOG00000038266"	NA
"23620"	23620	"ENSRNOG00000038267"	NA
"23621"	23621	"ENSRNOG00000038268"	NA
"23622"	23622	"ENSRNOG00000038269"	NA
"23623"	23623	"ENSRNOG00000038270"	NA
"23624"	23624	"ENSRNOG00000038271"	NA
"23625"	23625	"ENSRNOG00000038274"	NA
"23626"	23626	"ENSRNOG00000038275"	0.646651590220028
"23627"	23627	"ENSRNOG00000038276"	NA
"23628"	23628	"ENSRNOG00000038277"	NA
"23629"	23629	"ENSRNOG00000038278"	0.441099079741173
"23630"	23630	"ENSRNOG00000038279"	0.682730570673131
"23631"	23631	"ENSRNOG00000038280"	0.441099079741173
"23632"	23632	"ENSRNOG00000038281"	NA
"23633"	23633	"ENSRNOG00000038282"	0.866491838886317
"23634"	23634	"ENSRNOG00000038283"	0.329335401119589
"23635"	23635	"ENSRNOG00000038284"	0.441099079741173
"23636"	23636	"ENSRNOG00000038285"	0.775832472077831
"23637"	23637	"ENSRNOG00000038286"	0.999096375653497
"23638"	23638	"ENSRNOG00000038288"	0.441099079741173
"23639"	23639	"ENSRNOG00000038289"	NA
"23640"	23640	"ENSRNOG00000038290"	NA
"23641"	23641	"ENSRNOG00000038291"	0.699569301623118
"23642"	23642	"ENSRNOG00000038293"	NA
"23643"	23643	"ENSRNOG00000038297"	0.529655919320233
"23644"	23644	"ENSRNOG00000038299"	0.595672408543491
"23645"	23645	"ENSRNOG00000038300"	0.441099079741172
"23646"	23646	"ENSRNOG00000038302"	0.441099079741172
"23647"	23647	"ENSRNOG00000038303"	NA
"23648"	23648	"ENSRNOG00000038304"	0.690316293432929
"23649"	23649	"ENSRNOG00000038307"	0.515298580226784
"23650"	23650	"ENSRNOG00000038308"	0.516006208257616
"23651"	23651	"ENSRNOG00000038309"	NA
"23652"	23652	"ENSRNOG00000038310"	NA
"23653"	23653	"ENSRNOG00000038313"	NA
"23654"	23654	"ENSRNOG00000038318"	NA
"23655"	23655	"ENSRNOG00000038319"	0.156998351007511
"23656"	23656	"ENSRNOG00000038320"	NA
"23657"	23657	"ENSRNOG00000038322"	0.973962040180997
"23658"	23658	"ENSRNOG00000038324"	NA
"23659"	23659	"ENSRNOG00000038325"	0.441099079741173
"23660"	23660	"ENSRNOG00000038328"	0.0717352342147967
"23661"	23661	"ENSRNOG00000038329"	0.99278412449677
"23662"	23662	"ENSRNOG00000038330"	0.218850424081546
"23663"	23663	"ENSRNOG00000038331"	0.441099079741173
"23664"	23664	"ENSRNOG00000038334"	0.631182679954509
"23665"	23665	"ENSRNOG00000038335"	0.561687289190201
"23666"	23666	"ENSRNOG00000038336"	NA
"23667"	23667	"ENSRNOG00000038337"	0.301161266081815
"23668"	23668	"ENSRNOG00000038338"	0.46667507899849
"23669"	23669	"ENSRNOG00000038340"	0.637172914508453
"23670"	23670	"ENSRNOG00000038343"	NA
"23671"	23671	"ENSRNOG00000038345"	NA
"23672"	23672	"ENSRNOG00000038346"	NA
"23673"	23673	"ENSRNOG00000038347"	0.412878711525423
"23674"	23674	"ENSRNOG00000038348"	NA
"23675"	23675	"ENSRNOG00000038349"	0.931926317862813
"23676"	23676	"ENSRNOG00000038350"	NA
"23677"	23677	"ENSRNOG00000038352"	NA
"23678"	23678	"ENSRNOG00000038355"	0.945264262967135
"23679"	23679	"ENSRNOG00000038356"	0.560698641622347
"23680"	23680	"ENSRNOG00000038357"	NA
"23681"	23681	"ENSRNOG00000038361"	NA
"23682"	23682	"ENSRNOG00000038362"	NA
"23683"	23683	"ENSRNOG00000038365"	0.483431668831901
"23684"	23684	"ENSRNOG00000038366"	0.157755374675952
"23685"	23685	"ENSRNOG00000038369"	NA
"23686"	23686	"ENSRNOG00000038370"	0.216807930077777
"23687"	23687	"ENSRNOG00000038372"	0.307229579296048
"23688"	23688	"ENSRNOG00000038373"	0.975959226622323
"23689"	23689	"ENSRNOG00000038375"	0.33472168097321
"23690"	23690	"ENSRNOG00000038376"	NA
"23691"	23691	"ENSRNOG00000038377"	NA
"23692"	23692	"ENSRNOG00000038378"	NA
"23693"	23693	"ENSRNOG00000038379"	NA
"23694"	23694	"ENSRNOG00000038380"	0.488342928726646
"23695"	23695	"ENSRNOG00000038382"	0.792930156579891
"23696"	23696	"ENSRNOG00000038383"	0.626700204005671
"23697"	23697	"ENSRNOG00000038384"	0.693487588845933
"23698"	23698	"ENSRNOG00000038386"	0.0184432182396594
"23699"	23699	"ENSRNOG00000038392"	0.764891965957354
"23700"	23700	"ENSRNOG00000038393"	0.298314555452396
"23701"	23701	"ENSRNOG00000038396"	0.441099079741173
"23702"	23702	"ENSRNOG00000038397"	0.625165378995919
"23703"	23703	"ENSRNOG00000038398"	0.206827375061741
"23704"	23704	"ENSRNOG00000038399"	0.441099079741174
"23705"	23705	"ENSRNOG00000038400"	0.968788052884398
"23706"	23706	"ENSRNOG00000038402"	0.585032053315218
"23707"	23707	"ENSRNOG00000038403"	0.917741534565341
"23708"	23708	"ENSRNOG00000038405"	0.249447230376828
"23709"	23709	"ENSRNOG00000038406"	0.210047929286548
"23710"	23710	"ENSRNOG00000038408"	0.222792412867306
"23711"	23711	"ENSRNOG00000038409"	NA
"23712"	23712	"ENSRNOG00000038410"	NA
"23713"	23713	"ENSRNOG00000038411"	NA
"23714"	23714	"ENSRNOG00000038412"	0.441099079741174
"23715"	23715	"ENSRNOG00000038413"	NA
"23716"	23716	"ENSRNOG00000038414"	NA
"23717"	23717	"ENSRNOG00000038418"	0.592922210924073
"23718"	23718	"ENSRNOG00000038420"	0.956710414739997
"23719"	23719	"ENSRNOG00000038421"	0.585175030638398
"23720"	23720	"ENSRNOG00000038422"	0.728358485506995
"23721"	23721	"ENSRNOG00000038425"	0.866545312348622
"23722"	23722	"ENSRNOG00000038427"	0.252142946378222
"23723"	23723	"ENSRNOG00000038430"	NA
"23724"	23724	"ENSRNOG00000038431"	0.746784777745358
"23725"	23725	"ENSRNOG00000038432"	0.0544598723776318
"23726"	23726	"ENSRNOG00000038434"	NA
"23727"	23727	"ENSRNOG00000038435"	0.229427018968293
"23728"	23728	"ENSRNOG00000038436"	0.208089947436912
"23729"	23729	"ENSRNOG00000038437"	0.553355265877784
"23730"	23730	"ENSRNOG00000038439"	0.906926258134993
"23731"	23731	"ENSRNOG00000038440"	0.0368510446523594
"23732"	23732	"ENSRNOG00000038441"	NA
"23733"	23733	"ENSRNOG00000038445"	0.416403983243922
"23734"	23734	"ENSRNOG00000038447"	NA
"23735"	23735	"ENSRNOG00000038448"	NA
"23736"	23736	"ENSRNOG00000038449"	0.85757468410349
"23737"	23737	"ENSRNOG00000038453"	0.529459353761578
"23738"	23738	"ENSRNOG00000038455"	0.937366177277388
"23739"	23739	"ENSRNOG00000038458"	0.00984107895969296
"23740"	23740	"ENSRNOG00000038459"	0.0757974919886836
"23741"	23741	"ENSRNOG00000038461"	NA
"23742"	23742	"ENSRNOG00000038462"	0.286787052098663
"23743"	23743	"ENSRNOG00000038467"	0.287114711632271
"23744"	23744	"ENSRNOG00000038471"	0.232184232583327
"23745"	23745	"ENSRNOG00000038472"	0.331947626178728
"23746"	23746	"ENSRNOG00000038473"	0.986669901306412
"23747"	23747	"ENSRNOG00000038474"	0.892468174095551
"23748"	23748	"ENSRNOG00000038477"	0.816062109724033
"23749"	23749	"ENSRNOG00000038478"	0.0196173749049958
"23750"	23750	"ENSRNOG00000038479"	NA
"23751"	23751	"ENSRNOG00000038480"	0.996928618245793
"23752"	23752	"ENSRNOG00000038481"	NA
"23753"	23753	"ENSRNOG00000038483"	0.4122375294994
"23754"	23754	"ENSRNOG00000038485"	NA
"23755"	23755	"ENSRNOG00000038488"	NA
"23756"	23756	"ENSRNOG00000038489"	0.766421841960509
"23757"	23757	"ENSRNOG00000038490"	0.441099079741173
"23758"	23758	"ENSRNOG00000038492"	NA
"23759"	23759	"ENSRNOG00000038495"	0.988717341136176
"23760"	23760	"ENSRNOG00000038496"	0.366772577861724
"23761"	23761	"ENSRNOG00000038497"	NA
"23762"	23762	"ENSRNOG00000038498"	NA
"23763"	23763	"ENSRNOG00000038499"	0.799627903948002
"23764"	23764	"ENSRNOG00000038501"	0.584323343592974
"23765"	23765	"ENSRNOG00000038502"	0.997639263409968
"23766"	23766	"ENSRNOG00000038503"	NA
"23767"	23767	"ENSRNOG00000038505"	0.0906510529815526
"23768"	23768	"ENSRNOG00000038506"	0.441099079741173
"23769"	23769	"ENSRNOG00000038508"	0.782138311566535
"23770"	23770	"ENSRNOG00000038509"	NA
"23771"	23771	"ENSRNOG00000038512"	0.441099079741173
"23772"	23772	"ENSRNOG00000038513"	NA
"23773"	23773	"ENSRNOG00000038518"	0.254340033922044
"23774"	23774	"ENSRNOG00000038519"	0.441099079741173
"23775"	23775	"ENSRNOG00000038520"	0.441099079741173
"23776"	23776	"ENSRNOG00000038521"	0.235927533733811
"23777"	23777	"ENSRNOG00000038527"	0.59168052668676
"23778"	23778	"ENSRNOG00000038528"	0.441099079741173
"23779"	23779	"ENSRNOG00000038529"	0.48867592562843
"23780"	23780	"ENSRNOG00000038530"	0.585032053315218
"23781"	23781	"ENSRNOG00000038531"	0.189552578226036
"23782"	23782	"ENSRNOG00000038532"	0.734001762375679
"23783"	23783	"ENSRNOG00000038533"	0.660363815208851
"23784"	23784	"ENSRNOG00000038534"	0.14861614207154
"23785"	23785	"ENSRNOG00000038535"	0.905031115065717
"23786"	23786	"ENSRNOG00000038539"	0.0420516302309525
"23787"	23787	"ENSRNOG00000038540"	0.0472500030190762
"23788"	23788	"ENSRNOG00000038542"	NA
"23789"	23789	"ENSRNOG00000038548"	NA
"23790"	23790	"ENSRNOG00000038549"	0.187866188761032
"23791"	23791	"ENSRNOG00000038552"	0.0189565648829868
"23792"	23792	"ENSRNOG00000038554"	NA
"23793"	23793	"ENSRNOG00000038556"	NA
"23794"	23794	"ENSRNOG00000038559"	0.257967855726416
"23795"	23795	"ENSRNOG00000038569"	NA
"23796"	23796	"ENSRNOG00000038571"	0.213953589016031
"23797"	23797	"ENSRNOG00000038572"	0.377290079063497
"23798"	23798	"ENSRNOG00000038574"	0.172438846859929
"23799"	23799	"ENSRNOG00000038575"	0.997432565641347
"23800"	23800	"ENSRNOG00000038577"	0.585175030638398
"23801"	23801	"ENSRNOG00000038581"	0.786725282803778
"23802"	23802	"ENSRNOG00000038582"	0.595336024810194
"23803"	23803	"ENSRNOG00000038589"	0.441099079741173
"23804"	23804	"ENSRNOG00000038592"	0.241540472574243
"23805"	23805	"ENSRNOG00000038597"	0.392802315001164
"23806"	23806	"ENSRNOG00000038598"	0.373779093155787
"23807"	23807	"ENSRNOG00000038599"	0.654977510186412
"23808"	23808	"ENSRNOG00000038600"	0.826245072637682
"23809"	23809	"ENSRNOG00000038603"	NA
"23810"	23810	"ENSRNOG00000038606"	0.31160197490571
"23811"	23811	"ENSRNOG00000038607"	0.0593635039062204
"23812"	23812	"ENSRNOG00000038610"	0.594965003994892
"23813"	23813	"ENSRNOG00000038611"	0.418412813120552
"23814"	23814	"ENSRNOG00000038613"	0.308588704231984
"23815"	23815	"ENSRNOG00000038614"	0.441099079741172
"23816"	23816	"ENSRNOG00000038616"	0.86305456563836
"23817"	23817	"ENSRNOG00000038617"	0.0562055438833935
"23818"	23818	"ENSRNOG00000038619"	0.808599522490521
"23819"	23819	"ENSRNOG00000038621"	NA
"23820"	23820	"ENSRNOG00000038622"	0.37104051202575
"23821"	23821	"ENSRNOG00000038624"	0.441099079741173
"23822"	23822	"ENSRNOG00000038625"	0.792173678359984
"23823"	23823	"ENSRNOG00000038634"	0.345954092490192
"23824"	23824	"ENSRNOG00000038635"	0.19265928129848
"23825"	23825	"ENSRNOG00000038638"	0.406740719420212
"23826"	23826	"ENSRNOG00000038641"	0.585032053315218
"23827"	23827	"ENSRNOG00000038642"	0.903681176254956
"23828"	23828	"ENSRNOG00000038643"	0.214826701685415
"23829"	23829	"ENSRNOG00000038644"	NA
"23830"	23830	"ENSRNOG00000038647"	NA
"23831"	23831	"ENSRNOG00000038648"	0.441099079741172
"23832"	23832	"ENSRNOG00000038650"	NA
"23833"	23833	"ENSRNOG00000038651"	0.493395235647705
"23834"	23834	"ENSRNOG00000038654"	0.485951008360139
"23835"	23835	"ENSRNOG00000038656"	0.441099079741173
"23836"	23836	"ENSRNOG00000038657"	0.0142645698314685
"23837"	23837	"ENSRNOG00000038658"	0.504637692058741
"23838"	23838	"ENSRNOG00000038666"	NA
"23839"	23839	"ENSRNOG00000038669"	0.699152906570056
"23840"	23840	"ENSRNOG00000038671"	0.441099079741172
"23841"	23841	"ENSRNOG00000038673"	0.134081577003799
"23842"	23842	"ENSRNOG00000038674"	NA
"23843"	23843	"ENSRNOG00000038676"	NA
"23844"	23844	"ENSRNOG00000038677"	NA
"23845"	23845	"ENSRNOG00000038678"	0.0443599992955576
"23846"	23846	"ENSRNOG00000038679"	0.584596837171583
"23847"	23847	"ENSRNOG00000038680"	0.441099079741174
"23848"	23848	"ENSRNOG00000038681"	0.470965525086044
"23849"	23849	"ENSRNOG00000038682"	0.636851313102615
"23850"	23850	"ENSRNOG00000038686"	0.107247110740423
"23851"	23851	"ENSRNOG00000038687"	0.546054537422187
"23852"	23852	"ENSRNOG00000038690"	NA
"23853"	23853	"ENSRNOG00000038692"	NA
"23854"	23854	"ENSRNOG00000038693"	0.228471954341037
"23855"	23855	"ENSRNOG00000038697"	0.539832417633642
"23856"	23856	"ENSRNOG00000038701"	0.392580571320878
"23857"	23857	"ENSRNOG00000038702"	NA
"23858"	23858	"ENSRNOG00000038703"	NA
"23859"	23859	"ENSRNOG00000038706"	0.0048064495650551
"23860"	23860	"ENSRNOG00000038711"	0.00470202006297414
"23861"	23861	"ENSRNOG00000038715"	0.14735667216707
"23862"	23862	"ENSRNOG00000038717"	0.755325043502883
"23863"	23863	"ENSRNOG00000038718"	0.789211507031297
"23864"	23864	"ENSRNOG00000038719"	0.0288984646336153
"23865"	23865	"ENSRNOG00000038720"	0.551900445564471
"23866"	23866	"ENSRNOG00000038721"	0.302705647615698
"23867"	23867	"ENSRNOG00000038722"	0.14024567709165
"23868"	23868	"ENSRNOG00000038723"	0.441099079741172
"23869"	23869	"ENSRNOG00000038726"	0.772334481950133
"23870"	23870	"ENSRNOG00000038735"	0.975136517492912
"23871"	23871	"ENSRNOG00000038736"	0.736023025455631
"23872"	23872	"ENSRNOG00000038737"	0.166904907468068
"23873"	23873	"ENSRNOG00000038738"	0.275846737737896
"23874"	23874	"ENSRNOG00000038740"	0.295624998678512
"23875"	23875	"ENSRNOG00000038741"	NA
"23876"	23876	"ENSRNOG00000038742"	0.51747312840023
"23877"	23877	"ENSRNOG00000038743"	0.881697992599047
"23878"	23878	"ENSRNOG00000038744"	0.485554811860243
"23879"	23879	"ENSRNOG00000038746"	0.215241370784028
"23880"	23880	"ENSRNOG00000038750"	0.33845268561813
"23881"	23881	"ENSRNOG00000038751"	0.919392643334495
"23882"	23882	"ENSRNOG00000038752"	0.549670151618501
"23883"	23883	"ENSRNOG00000038753"	0.0804790140933866
"23884"	23884	"ENSRNOG00000038755"	NA
"23885"	23885	"ENSRNOG00000038756"	NA
"23886"	23886	"ENSRNOG00000038757"	NA
"23887"	23887	"ENSRNOG00000038758"	0.0533025684008489
"23888"	23888	"ENSRNOG00000038759"	0.441099079741173
"23889"	23889	"ENSRNOG00000038760"	NA
"23890"	23890	"ENSRNOG00000038761"	0.246305128362696
"23891"	23891	"ENSRNOG00000038762"	0.441099079741172
"23892"	23892	"ENSRNOG00000038766"	0.92475208940036
"23893"	23893	"ENSRNOG00000038768"	NA
"23894"	23894	"ENSRNOG00000038769"	0.876328018043359
"23895"	23895	"ENSRNOG00000038771"	0.525230522074573
"23896"	23896	"ENSRNOG00000038772"	0.056548500441893
"23897"	23897	"ENSRNOG00000038774"	0.441099079741173
"23898"	23898	"ENSRNOG00000038775"	NA
"23899"	23899	"ENSRNOG00000038776"	0.137028527772838
"23900"	23900	"ENSRNOG00000038777"	NA
"23901"	23901	"ENSRNOG00000038778"	0.378162552688966
"23902"	23902	"ENSRNOG00000038781"	NA
"23903"	23903	"ENSRNOG00000038782"	NA
"23904"	23904	"ENSRNOG00000038784"	0.61955509260996
"23905"	23905	"ENSRNOG00000038785"	0.986318250905122
"23906"	23906	"ENSRNOG00000038786"	0.000971634686314107
"23907"	23907	"ENSRNOG00000038787"	NA
"23908"	23908	"ENSRNOG00000038789"	0.419213924299179
"23909"	23909	"ENSRNOG00000038790"	0.158126880025914
"23910"	23910	"ENSRNOG00000038792"	NA
"23911"	23911	"ENSRNOG00000038793"	NA
"23912"	23912	"ENSRNOG00000038794"	0.237422790700265
"23913"	23913	"ENSRNOG00000038799"	0.989771919169579
"23914"	23914	"ENSRNOG00000038802"	NA
"23915"	23915	"ENSRNOG00000038807"	0.441099079741173
"23916"	23916	"ENSRNOG00000038808"	NA
"23917"	23917	"ENSRNOG00000038809"	0.841271825987603
"23918"	23918	"ENSRNOG00000038810"	0.756640235965762
"23919"	23919	"ENSRNOG00000038811"	NA
"23920"	23920	"ENSRNOG00000038814"	0.745203846931603
"23921"	23921	"ENSRNOG00000038815"	0.243813256259388
"23922"	23922	"ENSRNOG00000038816"	0.448462445377841
"23923"	23923	"ENSRNOG00000038817"	NA
"23924"	23924	"ENSRNOG00000038818"	0.0582262834268067
"23925"	23925	"ENSRNOG00000038819"	0.958215887290388
"23926"	23926	"ENSRNOG00000038820"	0.584709417908511
"23927"	23927	"ENSRNOG00000038821"	0.110692749308673
"23928"	23928	"ENSRNOG00000038825"	0.065250411563396
"23929"	23929	"ENSRNOG00000038826"	0.410265369725813
"23930"	23930	"ENSRNOG00000038828"	0.611595278602206
"23931"	23931	"ENSRNOG00000038829"	0.607743356831081
"23932"	23932	"ENSRNOG00000038830"	0.968396783473163
"23933"	23933	"ENSRNOG00000038831"	0.632791331451163
"23934"	23934	"ENSRNOG00000038832"	0.230208841445456
"23935"	23935	"ENSRNOG00000038834"	0.64597764595446
"23936"	23936	"ENSRNOG00000038835"	0.0193792166810617
"23937"	23937	"ENSRNOG00000038836"	0.641104671851277
"23938"	23938	"ENSRNOG00000038837"	0.0151570404175467
"23939"	23939	"ENSRNOG00000038838"	NA
"23940"	23940	"ENSRNOG00000038841"	0.582794880915505
"23941"	23941	"ENSRNOG00000038842"	0.441099079741173
"23942"	23942	"ENSRNOG00000038845"	0.441099079741173
"23943"	23943	"ENSRNOG00000038846"	NA
"23944"	23944	"ENSRNOG00000038847"	0.991615703387065
"23945"	23945	"ENSRNOG00000038850"	0.772761282671097
"23946"	23946	"ENSRNOG00000038851"	0.441099079741173
"23947"	23947	"ENSRNOG00000038853"	0.441099079741174
"23948"	23948	"ENSRNOG00000038855"	0.441099079741174
"23949"	23949	"ENSRNOG00000038857"	0.921297273639731
"23950"	23950	"ENSRNOG00000038858"	0.375320629089006
"23951"	23951	"ENSRNOG00000038862"	0.225570057322909
"23952"	23952	"ENSRNOG00000038864"	0.919282045941725
"23953"	23953	"ENSRNOG00000038867"	0.589776845700316
"23954"	23954	"ENSRNOG00000038868"	0.0146564302473381
"23955"	23955	"ENSRNOG00000038869"	NA
"23956"	23956	"ENSRNOG00000038871"	NA
"23957"	23957	"ENSRNOG00000038872"	NA
"23958"	23958	"ENSRNOG00000038873"	NA
"23959"	23959	"ENSRNOG00000038877"	0.840173818329214
