chr,bin,start,end,mean_female,mean_male,female_cov,male_cov
chr6,22308,81235919,81237771,0.693,0.919,34,49
chr6,22309,81238487,81238933,0.598,0.816,10,21
chr6,22311,82142779,82144004,0.476,0.271,29,64
chr6,22312,82144821,82145148,0.478,0.265,17,59
chr6,22316,82258947,82259444,0.289,0.582,4,4
chr6,22317,82260133,82260665,0.312,0.596,5,7
chr6,22318,82261683,82262355,0.406,0.632,4,0
chr6,22320,82405309,82405617,0.751,0.543,13,30
chr6,22325,83484063,83485468,0.742,0.391,18,46
chr6,22328,83487885,83489239,0.789,0.389,33,68
chr6,22330,83918988,83920155,0.51,0.741,14,34
chr6,22331,84306402,84307930,0.801,0.541,37,82
chr6,22336,84405463,84406941,0.581,0.306,18,57
chr6,22337,84407464,84408563,0.647,0.386,17,15
chr6,22338,86383632,86384271,0.663,0.888,6,14
chr6,22341,86436074,86436978,0.786,0.487,26,66
chr6,22342,86437609,86438455,0.777,0.371,13,45
chr6,22343,86438970,86439136,0.798,0.408,7,30
chr6,22344,86439750,86441173,0.859,0.592,25,46
chr6,22345,86662409,86663193,0.574,0.313,21,77
chr6,22347,86690412,86691723,0.319,0.062,9,38
chr6,22349,86824362,86824520,0.704,0.473,12,31
chr6,22350,86895562,86896219,0.474,0.277,13,35
chr6,22351,86960433,86961668,0.782,0.541,45,119
chr6,22352,86962722,86963023,0.704,0.432,4,21
chr6,22359,87969785,87970479,0.744,0.412,24,75
chr6,22360,87971050,87971079,0.507,0.308,11,16
chr6,22361,88526113,88527463,0.279,0.08,20,108
chr6,22362,88640459,88641469,0.477,0.222,30,58
chr6,22366,91324861,91326053,0.493,0.713,9,38
chr6,22367,91394597,91395280,0.477,0.723,19,42
chr6,22369,91451776,91452536,0.823,0.564,23,40
chr6,22373,91486590,91487043,0.57,0.812,8,19
chr6,22374,91493272,91493829,0.272,0.727,12,21
chr6,22375,91529728,91530855,0.576,0.842,25,78
chr6,22376,91540589,91541247,0.888,0.674,3,17
chr6,22377,91542324,91543160,0.903,0.673,11,26
chr6,22378,91597616,91597722,0.486,0.691,5,18
chr6,22379,91617661,91619577,0.601,0.812,24,40
chr6,22380,91637568,91637757,0.35,0.733,13,13
chr6,22382,92006059,92006526,0.617,0.403,8,38
chr6,22383,92160474,92161242,0.785,0.578,33,61
chr6,22384,92216622,92218101,0.217,0.507,11,18
chr6,22387,92591954,92592569,0.793,0.586,25,46
chr6,22389,92899192,92899615,0.686,0.894,5,31
chr6,22390,92904873,92905284,0.61,0.378,7,18
chr6,22391,92983832,92984119,0.608,0.414,18,73
chr6,22392,93138900,93139319,0.545,0.765,74,122
chr6,22394,93186180,93187291,0.636,0.91,21,63
chr6,22397,93569765,93570457,0.682,0.908,8,23
chr6,22399,93614917,93615029,0.271,0.078,3,24
chr6,22401,93865686,93866363,0.534,0.772,12,28
chr6,22403,93965036,93966106,0.893,0.675,29,90
chr6,22406,94102572,94103343,0.416,0.189,9,14
chr6,22407,94104149,94104609,0.434,0.161,9,44
chr6,22413,94467442,94468152,0.737,0.534,18,49
chr6,22422,94973417,94973609,0.834,0.633,20,37
chr6,22424,95126404,95126551,0.547,0.761,16,26
chr6,22425,95230833,95232253,0.55,0.837,103,186
chr6,22426,95267266,95268712,0.653,0.876,35,74
chr6,22427,95412712,95414159,0.981,0.754,9,14
chr6,22428,95904703,95905204,0.889,0.689,23,57
chr6,22430,95935501,95935668,0.686,0.907,21,51
chr6,22431,96107642,96108656,0.877,0.656,51,122
chr6,22434,96398996,96399153,0.645,0.889,13,30
chr6,22435,96490387,96490893,0.617,0.842,14,41
chr6,22436,96492274,96493943,0.743,0.317,22,68
chr6,22438,96681584,96681838,0.69,0.893,23,60
chr6,22440,96815048,96815841,0.81,0.511,7,26
chr6,22441,96868696,96868936,0.464,0.75,8,28
chr6,22442,96870710,96870950,0.424,0.716,28,45
chr6,22443,96885716,96886248,0.818,0.622,48,60
chr6,22444,96916870,96917677,0.368,0.619,22,66
chr6,22446,96972466,96972860,0.927,0.712,21,51
chr6,22447,97270118,97270297,0.621,0.823,18,45
chr6,22449,97317394,97318328,0.717,0.496,51,109
chr6,22450,97343226,97343294,0.602,0.866,14,7
chr6,22453,97672303,97673032,0.621,0.42,18,49
chr6,22456,98074942,98075635,0.609,0.396,13,47
chr6,22457,98676869,98677257,0.668,0.881,16,37
chr6,22458,98713608,98716043,0.856,0.599,52,140
chr6,22460,99011827,99012195,0.928,0.723,18,33
chr6,22462,99281940,99282771,0.905,0.643,26,49
chr6,22463,99420950,99421170,0.972,0.762,5,12
chr6,22465,99448423,99450279,0.51,0.231,46,70
chr6,22466,99450873,99450900,0.618,0.422,4,32
chr6,22467,99490272,99492820,0.852,0.57,20,34
chr6,22468,99569273,99570053,0.913,0.708,19,74
chr6,22470,99665536,99665843,0.605,0.383,8,40
chr6,22471,99798042,99798362,0.318,0.124,8,27
chr6,22472,99801307,99801658,0.33,0.111,23,47
chr6,22473,99815372,99816057,0.956,0.749,10,35
chr6,22474,99871279,99871471,0.694,0.448,22,44
chr6,22475,99875029,99875181,0.54,0.757,10,35
chr6,22477,100085409,100085861,0.626,0.401,10,33
chr6,22478,100235237,100235740,0.637,0.43,7,5
chr6,22479,100310260,100311461,0.599,0.832,20,32
chr6,22482,100731382,100732785,0.539,0.768,23,63
chr6,22483,100865775,100867498,0.558,0.799,33,80
chr6,22485,100917157,100917349,0.831,0.577,10,25
chr6,22486,100918835,100919369,0.826,0.623,44,86
chr6,22487,101124151,101126421,0.622,0.855,31,82
chr6,22489,101323864,101324579,0.755,0.548,18,35
chr6,22491,101569368,101570130,0.797,0.542,5,8
chr6,22492,101811120,101811457,0.661,0.462,11,18
chr6,22493,102064664,102065706,0.637,0.417,11,28
chr6,22495,102094579,102094732,0.615,0.828,7,17
chr6,22496,102195180,102195364,0.447,0.652,6,15
chr6,22497,102640238,102640617,0.516,0.262,7,19
chr6,22498,102641169,102641552,0.466,0.248,15,110
chr6,22501,102983345,102984453,0.605,0.819,27,91
chr6,22502,103011730,103012249,0.654,0.87,41,69
chr6,22503,103118123,103119453,0.459,0.686,50,113
chr6,22504,103167477,103168367,0.671,0.908,28,58
chr6,22505,103229849,103230671,0.331,0.598,22,36
chr6,22506,103231691,103232084,0.613,0.842,16,35
chr6,22509,103661246,103661595,0.757,0.965,4,1
chr6,22510,103662201,103662839,0.731,0.972,6,5
chr6,22516,104275725,104277027,0.096,0.393,33,138
chr6,22517,104381497,104382110,0.519,0.751,44,88
chr6,22518,104778980,104779508,0.706,0.5,18,78
chr6,22527,105265676,105266501,0.723,0.931,18,46
chr6,22530,105942056,105943323,0.58,0.829,22,67
chr6,22532,106369360,106369422,0.426,0.23,6,23
chr6,22534,106690351,106690724,0.761,0.559,19,28
chr6,22536,106760340,106760746,0.727,0.498,18,34
chr6,22537,106800511,106800802,0.53,0.807,7,37
chr6,22538,106891320,106891786,0.795,0.59,11,37
chr6,22539,106893408,106893908,0.509,0.742,13,30
chr6,22540,106947755,106948524,0.854,0.599,20,62
chr6,22541,107103603,107103632,0.507,0.306,19,24
chr6,22542,107127736,107128697,0.531,0.75,13,40
chr6,22543,107221704,107222371,0.927,0.723,9,29
chr6,22544,107337829,107338383,0.515,0.722,18,46
chr6,22545,107339047,107339577,0.549,0.755,20,44
chr6,22548,107519427,107520070,0.859,0.609,20,24
chr6,22549,107573811,107574601,0.906,0.539,25,51
chr6,22550,107580529,107581065,0.302,0.601,21,39
chr6,22551,107582192,107582699,0.274,0.62,27,61
chr6,22552,107638248,107638331,0.678,0.883,15,23
chr6,22553,107666120,107666869,0.806,0.6,23,113
chr6,22554,107683761,107684247,0.875,0.675,25,60
chr6,22556,107759763,107760080,0.643,0.849,15,27
chr6,22557,107826625,107827430,0.765,0.55,9,40
chr6,22558,108038409,108039565,0.699,0.498,30,43
chr6,22559,108124821,108125338,0.675,0.916,19,29
chr6,22560,108306367,108306575,0.562,0.767,30,86
chr6,22561,108357656,108358053,0.866,0.669,15,29
chr6,22563,108511126,108511657,0.017,0.421,13,6
chr6,22565,108793329,108794123,0.732,0.484,30,39
chr6,22566,108821622,108822070,0.943,0.723,4,19
chr6,22568,108976618,108977029,0.665,0.457,31,65
chr6,22570,109604246,109604561,0.814,0.618,14,51
chr6,22571,109614574,109615013,0.657,0.983,3,11
chr6,22572,109615632,109615836,0.744,0.973,8,35
chr6,22573,109884073,109886123,0.897,0.58,39,75
chr6,22574,110334740,110335640,0.725,0.483,29,67
chr6,22575,110364267,110364452,0.58,0.808,14,26
chr6,22578,110637317,110637830,0.663,0.432,18,67
chr6,22581,110826199,110826477,0.823,0.597,8,10
chr6,22586,111170575,111172501,0.508,0.745,25,57
chr6,22588,111371176,111371816,0.842,0.628,12,38
chr6,22591,111489726,111490862,0.759,0.488,36,60
chr6,22593,111548559,111549291,0.64,0.897,18,29
chr6,22595,111631566,111632016,0.618,0.331,6,27
chr6,22599,112682956,112683357,0.416,0.164,22,41
chr6,22600,112684086,112685678,0.404,0.127,98,197
chr6,22602,112933289,112934847,0.822,0.615,21,83
chr6,22603,112966269,112967033,0.913,0.713,16,57
chr6,22604,112976745,112978910,0.811,0.604,25,46
chr6,22605,113936604,113942666,0.075,0.462,79,13
chr6,22606,113944987,113946459,0.11,0.622,28,21
chr6,22607,113946992,113947548,0.132,0.645,21,10
chr6,22608,113948139,113951043,0.246,0.705,34,13
chr6,22609,114025370,114026877,0.394,0.172,32,149
chr6,22610,114259394,114259492,0.942,0.751,5,8
chr6,22613,114475903,114476476,0.928,0.691,13,46
chr6,22617,114547727,114548027,0.712,0.504,9,38
chr6,22618,114650975,114652294,0.745,0.528,21,69
chr6,22619,114770822,114771435,0.402,0.193,28,94
chr6,22620,114810302,114811599,0.666,0.879,21,42
chr6,22622,115133895,115134757,0.743,0.474,18,25
chr6,22623,115403207,115403656,0.826,0.6,22,48
chr6,22624,115507588,115509188,0.56,0.799,56,123
chr6,22625,115520109,115520198,0.521,0.754,11,18
chr6,22626,115520867,115521638,0.51,0.754,45,71
chr6,22628,115572894,115573044,0.617,0.83,4,1
chr6,22635,116080042,116080342,0.677,0.882,12,22
chr6,22637,116739054,116739771,0.726,0.518,17,90
chr6,22642,117090097,117090296,0.768,0.514,11,18
chr6,22643,117091576,117092132,0.681,0.444,20,66
chr6,22644,117638812,117639609,0.707,0.951,12,19
chr6,22648,118074043,118075545,0.563,0.774,11,23
chr6,22649,118081299,118082097,0.825,0.607,33,57
chr6,22650,118606610,118607735,0.486,0.816,8,29
chr6,22652,118973914,118975317,0.816,0.614,19,49
chr6,22653,119469029,119470988,0.51,0.787,32,82
chr6,22655,119539533,119540593,0.556,0.799,27,79
chr6,22656,119564972,119565712,0.608,0.825,16,61
chr6,22657,119892126,119893905,0.342,0.551,24,27
chr6,22658,120242245,120242729,0.619,0.422,10,19
chr6,22661,120250780,120251676,0.571,0.88,9,33
chr6,22662,120252476,120253006,0.621,0.916,7,14
chr6,22663,120253903,120254760,0.69,0.934,5,10
chr6,22664,120357518,120357945,0.938,0.725,15,41
chr6,22667,120391767,120392437,0.486,0.723,14,7
chr6,22670,121025705,121026213,0.733,0.517,7,25
chr6,22671,121066496,121066680,0.658,0.864,6,14
chr6,22672,121067874,121068221,0.67,0.894,5,13
chr6,22675,121804706,121805647,0.724,0.988,27,69
chr6,22676,121806264,121806448,0.574,0.837,5,25
chr6,22677,122027388,122027520,0.715,0.478,9,27
chr6,22679,122029086,122030087,0.621,0.327,27,51
chr6,22680,122236502,122237121,0.95,0.728,10,11
chr6,22682,122439218,122439577,0.643,0.858,21,29
chr6,22684,122659292,122660178,0.601,0.931,34,22
chr6,22685,122719356,122719456,0.818,0.604,19,55
chr6,22686,122795715,122796810,0.659,0.425,18,44
chr6,22687,122821421,122821606,0.48,0.74,16,24
chr6,22688,122822161,122822462,0.51,0.729,17,39
chr6,22689,122916201,122916631,0.456,0.255,26,58
chr6,22690,123088353,123088687,0.77,0.567,21,63
chr6,22691,123131633,123132836,0.232,0.477,45,105
chr6,22692,123133382,123133689,0.269,0.495,8,42
chr6,22693,123166464,123168344,0.51,0.232,43,61
chr6,22694,123247943,123249656,0.859,0.598,40,97
chr6,22698,124129471,124129808,0.54,0.758,24,59
chr6,22699,124148347,124148848,0.814,0.606,53,121
chr6,22702,124516519,124516835,0.888,0.654,20,30
chr6,22703,124559498,124560735,0.112,0.44,15,51
chr6,22704,124566395,124567300,0.284,0.531,57,110
chr6,22705,124636291,124638964,0.696,0.437,74,207
chr6,22706,124717275,124718047,0.564,0.363,33,106
chr6,22707,124994968,124995107,0.434,0.171,14,26
chr6,22710,125019329,125019615,0.69,0.899,13,33
chr6,22711,125042420,125043377,0.714,0.475,53,106
chr6,22712,125108056,125108273,0.552,0.775,24,79
chr6,22715,125177472,125177799,0.374,0.178,12,28
chr6,22717,125412904,125413357,0.692,0.46,8,20
chr6,22718,125414840,125416457,0.594,0.367,32,66
chr6,22720,125426864,125427702,0.775,0.536,15,46
chr6,22737,125931411,125931723,0.899,0.7,9,34
chr6,22738,126281642,126282067,0.416,0.668,20,43
chr6,22739,126284823,126285977,0.441,0.657,26,42
chr6,22740,126292720,126292945,0.653,0.454,13,32
chr6,22742,126403026,126403670,0.697,0.453,27,81
chr6,22743,126601122,126601208,0.49,0.276,7,14
chr6,22746,126839755,126841084,0.93,0.715,16,29
chr6,22747,126859490,126859669,0.514,0.758,11,21
chr6,22748,126860292,126861210,0.42,0.729,35,52
chr6,22749,126982471,126984681,0.465,0.781,70,72
chr6,22751,127125658,127126676,0.658,0.925,28,76
chr6,22753,127272343,127273346,0.815,0.536,69,177
chr6,22754,127286464,127287037,0.872,0.664,6,22
chr6,22755,127385796,127386048,0.708,0.503,6,4
chr6,22756,127401365,127401687,0.918,0.7,30,66
chr6,22758,127645458,127645694,0.573,0.78,19,32
chr6,22759,127703608,127704182,0.292,0.497,8,45
chr6,22763,128076999,128077849,0.723,0.461,13,32
chr6,22764,128079170,128080544,0.813,0.55,26,67
chr6,22765,128081139,128082873,0.736,0.438,47,127
chr6,22766,128122132,128122894,0.379,0.613,6,7
chr6,22767,128129345,128130200,0.833,0.62,17,36
chr6,22768,128264171,128264395,0.953,0.749,29,77
chr6,22769,128589370,128589491,0.824,0.587,5,26
chr6,22770,128590076,128590690,0.744,0.51,22,58
chr6,22771,128625038,128627104,0.637,0.393,40,80
chr6,22773,128667032,128668451,0.737,0.475,51,191
chr6,22775,128902663,128903435,0.511,0.226,36,95
chr6,22776,128903859,128904916,0.457,0.783,32,51
chr6,22777,128910430,128913897,0.155,0.467,94,27
chr6,22779,129190273,129190720,0.902,0.698,14,36
chr6,22780,129222958,129223775,0.732,0.511,35,81
chr6,22782,129318376,129319081,0.511,0.722,23,55
chr6,22783,129432412,129432678,0.83,0.605,28,58
chr6,22784,129492116,129492418,0.82,0.622,14,14
chr6,22785,129589650,129589851,0.578,0.792,5,39
chr6,22787,130016822,130018216,0.772,0.454,63,183
chr6,22788,130044328,130044592,0.857,0.658,26,24
chr6,22791,130094384,130095690,0.723,0.44,33,114
chr6,22793,130183727,130184294,0.639,0.428,19,81
chr6,22795,130342562,130343038,0.567,0.337,34,74
chr6,22796,130441589,130442220,0.737,0.526,25,55
chr6,22797,130568373,130569539,0.666,0.89,15,35
chr6,22798,130608971,130610455,0.741,0.538,23,57
chr6,22799,130683330,130684185,0.909,0.704,21,26
chr6,22800,130694687,130695075,0.743,0.98,12,34
chr6,22801,130969600,130970403,0.668,0.393,33,59
chr6,22802,131216068,131216715,0.421,0.64,23,70
chr6,22803,131333924,131334517,0.525,0.331,27,49
chr6,22806,131751099,131751576,0.752,0.546,27,70
chr6,22807,131817582,131817896,0.84,0.634,32,66
chr6,22809,131914510,131914540,0.614,0.421,17,45
chr6,22810,131945723,131945815,0.828,0.575,12,19
chr6,22812,132087949,132088193,0.752,0.525,19,42
chr6,22813,132145705,132146529,0.604,0.872,38,90
chr6,22814,132153837,132154224,0.617,0.846,22,55
chr6,22815,132157769,132158151,0.782,0.562,20,102
chr6,22816,132175136,132175884,0.906,0.671,56,127
chr6,22817,132177263,132177598,0.912,0.703,10,17
chr6,22818,132240542,132240674,0.618,0.4,18,55
chr6,22819,132383384,132384181,0.945,0.747,13,30
chr6,22822,132413335,132413450,0.368,0.169,14,29
chr6,22823,132575671,132575707,0.84,0.648,10,15
chr6,22824,132704097,132705415,0.657,0.884,29,79
chr6,22827,133041265,133041716,0.526,0.726,15,84
chr6,22830,133655064,133657158,0.67,0.377,28,79
chr6,22833,133875906,133876228,0.262,0.482,19,22
chr6,22834,134176396,134176698,0.429,0.231,31,97
chr6,22837,134462231,134462893,0.83,0.599,44,105
chr6,22838,134516453,134517067,0.553,0.78,21,61
chr6,22841,134646741,134647099,0.842,0.643,13,28
chr6,22842,134650092,134650674,0.744,0.541,15,54
chr6,22843,134655586,134656165,0.813,0.604,12,57
chr6,22844,134763472,134764591,0.699,0.475,51,175
chr6,22845,134792519,134795330,0.901,0.669,63,150
chr6,22846,134805264,134806083,0.522,0.768,36,68
chr6,22847,134809659,134810420,0.485,0.743,43,71
chr6,22848,134812907,134814780,0.695,0.437,51,141
chr6,22849,134945449,134947111,0.815,0.527,38,70
chr6,22850,134956481,134956591,0.494,0.704,6,0
chr6,22851,134968478,134969427,0.724,0.517,41,111
chr6,22853,135057127,135057173,0.848,0.602,7,6
chr6,22855,135130753,135132875,0.364,0.601,69,166
chr6,22856,135155219,135155345,0.693,0.937,9,34
chr6,22858,135247104,135247922,0.591,0.37,18,41
chr6,22860,135327653,135328977,0.782,0.453,32,97
chr6,22861,135329927,135330202,0.771,0.561,6,25
chr6,22862,135411092,135411432,0.856,0.619,21,43
chr6,22864,135477527,135477802,0.885,0.351,3,5
chr6,22867,135732068,135732980,0.375,0.668,43,98
chr6,22868,135756122,135756392,0.514,0.765,15,39
chr6,22869,135783292,135784253,0.524,0.924,18,17
chr6,22870,135895450,135896256,0.802,0.481,32,99
chr6,22871,135963769,135964262,0.626,0.408,9,21
chr6,22872,135969802,135970041,0.567,0.795,12,28
chr6,22874,136048565,136049948,0.655,0.437,38,95
chr6,22875,136084566,136084733,0.656,0.461,4,25
chr6,22876,136091239,136091354,0.757,0.564,17,26
chr6,22877,136092011,136092315,0.703,0.507,16,36
chr6,22879,136305328,136305604,0.542,0.801,14,27
chr6,22881,136331285,136331594,0.565,0.362,33,115
chr6,22882,136375837,136376165,0.863,0.639,8,45
chr6,22883,136397699,136397868,0.496,0.7,21,47
chr6,22884,136568070,136568211,0.525,0.73,9,20
chr6,22885,136661922,136662198,0.423,0.639,15,6
chr6,22886,136745903,136746347,0.792,0.586,24,33
chr6,22887,136813040,136813304,0.89,0.69,5,5
chr6,22888,136828544,136828953,0.298,0.546,46,72
chr6,22891,136966560,136967069,0.735,0.516,12,20
chr6,22892,136986047,136986850,0.636,0.416,41,125
chr6,22893,137018928,137019577,0.798,0.573,8,24
chr6,22894,137085823,137086107,0.544,0.766,12,37
chr6,22895,137097650,137100654,0.315,0.647,81,143
chr6,22896,137144586,137145593,0.561,0.832,43,90
chr6,22897,137207968,137208901,0.875,0.445,13,22
chr6,22898,137308264,137308469,0.678,0.886,6,14
chr6,22900,137352093,137352120,0.765,0.561,11,12
chr6,22902,137615257,137616505,0.829,0.624,33,65
chr6,22904,137618912,137620044,0.876,0.673,29,67
chr6,22907,137711343,137711621,0.754,0.558,72,69
chr6,22908,137717303,137718028,0.285,0.083,87,103
chr6,22909,137719221,137719368,0.698,0.902,11,11
chr6,22910,137748819,137749063,0.853,0.64,9,20
chr6,22911,137755250,137755568,0.712,0.494,13,36
chr6,22913,137844168,137845136,0.769,0.335,16,47
chr6,22914,137856352,137856443,0.844,0.651,24,70
chr6,22915,137894193,137894895,0.753,0.538,24,44
chr6,22916,137952217,137952477,0.553,0.758,33,58
chr6,22918,137998567,137999230,0.534,0.757,13,33
chr6,22921,138185451,138186041,0.985,0.782,7,12
chr6,22924,139058045,139058140,0.518,0.864,10,20
chr6,22928,139993138,139993587,0.843,0.652,11,38
chr6,22931,140446012,140446338,0.355,0.162,11,21
chr6,22933,140851886,140852214,0.825,0.614,14,45
chr6,22935,140853552,140854454,0.872,0.578,17,74
chr6,22936,140855050,140855269,0.877,0.608,20,44
chr6,22938,141036578,141036776,0.651,0.447,9,13
chr6,22939,141354034,141354940,0.765,0.555,24,76
chr6,22942,141515472,141517627,0.775,0.545,30,67
chr6,22946,141581494,141582533,0.571,0.349,17,44
chr6,22949,141922328,141924186,0.638,0.426,11,12
chr6,22950,142006240,142006610,0.528,0.335,9,16
chr6,22951,142202714,142203835,0.542,0.341,18,54
chr6,22952,142204505,142205070,0.594,0.365,23,84
chr6,22953,142205642,142207743,0.654,0.399,30,58
chr6,22955,142408163,142411559,0.78,0.57,80,225
chr6,22957,142582484,142582950,0.781,0.568,13,17
chr6,22958,142583980,142585005,0.655,0.407,53,111
chr6,22960,143120941,143121455,0.622,0.413,15,68
chr6,22961,143123044,143123173,0.76,0.518,13,18
chr6,22963,143124436,143125170,0.833,0.625,20,56
chr6,22965,143134409,143134883,0.9,0.679,17,34
chr6,22966,143136048,143136970,0.902,0.691,15,43
chr6,22969,143373479,143373905,0.771,0.972,8,9
chr6,22970,143383670,143383780,0.747,0.522,9,30
chr6,22973,143476723,143477338,0.787,0.442,23,39
chr6,22974,143630541,143630979,0.518,0.746,5,17
chr6,22976,143755242,143755515,0.418,0.653,8,19
chr6,22978,143758617,143759171,0.515,0.735,7,37
chr6,22979,143887681,143888320,0.624,0.415,10,40
chr6,22981,143889805,143890008,0.683,0.466,5,39
chr6,22983,143902340,143902539,0.616,0.4,13,26
chr6,22984,144082558,144083315,0.696,0.465,9,16
chr6,22985,144117479,144118753,0.758,0.555,15,28
chr6,22986,144125556,144125882,0.343,0.146,7,9
chr6,22988,144139770,144141005,0.813,0.609,25,22
chr6,22992,144458615,144459083,0.745,0.537,14,31
chr6,22993,144498214,144499066,0.635,0.841,20,40
chr6,22996,144826221,144827307,0.863,0.63,28,70
chr6,22997,144845953,144847127,0.653,0.457,14,22
chr6,22999,144872323,144872442,0.806,0.609,9,12
chr6,23005,145036819,145037471,0.731,0.437,46,126
chr6,23007,145189756,145190219,0.473,0.759,17,49
chr6,23008,145227651,145230351,0.539,0.769,47,51
chr6,23009,145249660,145249788,0.703,0.906,8,18
chr6,23010,145250453,145250875,0.694,0.904,19,27
chr6,23011,145253369,145255770,0.575,0.303,66,185
chr6,23012,145276221,145276336,0.702,0.493,7,16
chr6,23013,145665451,145666377,0.569,0.779,33,121
chr6,23014,145724404,145724425,0.763,0.571,7,28
chr6,23015,145769280,145769832,0.833,0.623,10,0
chr6,23016,145943559,145943849,0.574,0.783,9,18
chr6,23017,145995192,145996843,0.833,0.588,24,70
chr6,23018,146043178,146043437,0.893,0.665,6,12
chr6,23019,146573188,146574958,0.866,0.642,28,48
chr6,23020,146677410,146678327,0.706,0.483,14,41
chr6,23021,146767853,146768066,0.51,0.71,3,11
chr6,23023,146816652,146818458,0.432,0.739,25,36
chr6,23024,146819042,146819939,0.252,0.56,23,28
chr6,23025,146820525,146821218,0.36,0.592,16,18
chr6,23026,147302759,147303183,0.467,0.676,8,22
chr6,23027,147303761,147306292,0.443,0.651,31,68
chr6,23028,147843688,147844055,0.746,0.95,5,29
chr7,23029,4686,5357,0.766,0.46,9,37
chr7,23033,128094,128820,0.704,0.501,33,72
chr7,23040,238433,239024,0.521,0.309,7,9
chr7,23042,282838,283520,0.697,0.923,13,20
chr7,23046,355678,356183,0.582,0.372,6,36
chr7,23047,356822,357221,0.595,0.387,6,14
chr7,23050,478866,479861,0.764,0.569,23,39
chr7,23053,558234,560366,0.738,0.472,32,87
chr7,23058,709796,709985,0.502,0.705,11,12
chr7,23061,804107,804520,0.671,0.446,8,21
chr7,23065,1212371,1213293,0.476,0.713,8,18
chr7,23068,1220996,1222731,0.774,0.503,31,75
chr7,23069,1227301,1229695,0.885,0.617,34,77
chr7,23071,1349996,1350651,0.63,0.431,7,14
chr7,23072,1479276,1480091,0.769,0.552,8,20
chr7,23075,1482703,1483175,0.775,0.475,13,33
chr7,23078,1670228,1670730,0.085,0.335,13,21
chr7,23085,1882685,1882733,0.335,0.095,17,18
chr7,23088,1924861,1926506,0.38,0.647,59,114
chr7,23089,2238626,2238819,0.227,0.431,5,13
chr7,23093,2785918,2786136,0.565,0.803,6,7
chr7,23095,2820152,2820523,0.808,0.609,30,48
chr7,23096,2834560,2835029,0.837,0.639,28,60
chr7,23098,2907387,2907462,0.402,0.616,4,15
chr7,23100,3091817,3093226,0.911,0.608,26,49
chr7,23101,3155981,3156751,0.63,0.376,36,60
chr7,23102,3158712,3159253,0.639,0.846,14,27
chr7,23103,3168225,3168780,0.891,0.661,14,31
chr7,23104,3171550,3172238,0.49,0.271,20,60
chr7,23107,3225065,3225788,0.763,0.516,10,30
chr7,23108,3228913,3229389,0.819,0.585,38,100
chr7,23109,3249630,3251230,0.852,0.619,30,74
chr7,23114,3769956,3771334,0.346,0.607,16,42
chr7,23117,3777935,3778288,0.304,0.567,15,14
chr7,23118,3780274,3780420,0.555,0.774,8,18
chr7,23119,4313927,4314172,0.695,0.913,14,35
chr7,23121,4348381,4350081,0.394,0.642,15,41
chr7,23128,5055461,5055633,0.428,0.66,6,12
chr7,23133,6751624,6752452,0.497,0.295,19,39
chr7,23134,6753272,6753779,0.406,0.163,8,20
chr7,23136,6866091,6866553,0.158,0.509,12,19
chr7,23138,7090869,7090951,0.397,0.204,9,15
chr7,23139,7096657,7097139,0.385,0.175,13,40
chr7,23144,7467126,7468179,0.834,0.597,14,35
chr7,23145,7469074,7469262,0.841,0.596,12,12
chr7,23147,7470685,7471331,0.851,0.597,26,22
chr7,23152,7655657,7656463,0.874,0.674,49,107
chr7,23157,7863667,7865521,0.893,0.618,22,55
chr7,23163,8596158,8597845,0.522,0.188,9,19
chr7,23165,8600037,8602076,0.718,0.345,18,32
chr7,23172,9261796,9262361,0.607,0.401,15,46
chr7,23175,9716803,9717416,0.691,0.426,13,35
chr7,23176,9719476,9720280,0.74,0.429,30,71
chr7,23178,9961451,9962091,0.722,0.525,14,27
chr7,23179,9992046,9992980,0.874,0.666,8,37
chr7,23181,10393948,10394260,0.645,0.372,26,40
chr7,23184,10652445,10653418,0.558,0.836,25,102
chr7,23187,10833507,10833831,0.607,0.373,5,11
chr7,23190,11237376,11237903,0.683,0.911,6,32
chr7,23192,11292659,11292881,0.52,0.749,18,24
chr7,23194,11539391,11539560,0.913,0.703,6,14
chr7,23195,11576241,11576283,0.862,0.664,3,2
chr7,23197,11792273,11792814,0.424,0.642,16,49
chr7,23201,12002627,12003035,0.688,0.933,16,30
chr7,23203,12105655,12105720,0.21,0.413,13,31
chr7,23204,12135126,12135180,0.424,0.162,3,28
chr7,23205,12137393,12137562,0.31,0.109,5,24
chr7,23207,12180247,12180495,0.752,0.971,10,34
chr7,23208,12186251,12187488,0.313,0.586,48,102
chr7,23210,12394531,12394863,0.487,0.717,8,11
chr7,23214,12561494,12561698,0.636,0.839,16,26
chr7,23215,12647932,12648286,0.571,0.329,13,33
chr7,23216,12650228,12650510,0.656,0.861,13,24
chr7,23217,12653442,12654251,0.78,0.556,41,131
chr7,23218,12670734,12672015,0.922,0.681,32,71
chr7,23220,12768732,12768822,0.706,0.908,41,59
chr7,23221,12777390,12777679,0.35,0.56,14,37
chr7,23224,12963900,12964042,0.859,0.661,11,10
chr7,23225,13132382,13133531,0.647,0.849,27,52
chr7,23227,14065531,14066369,0.469,0.193,14,35
chr7,23229,14141242,14141460,0.469,0.723,4,8
chr7,23230,14142355,14143711,0.575,0.841,32,73
chr7,23232,14228010,14229093,0.382,0.666,24,50
chr7,23233,14259404,14260217,0.296,0.086,49,194
