chr,bin,start,end,mean_female,mean_estradiol,female_cov,estradiol_cov,slope_clusters,num_cpg
chr6,34424,110589911,110589913,0.927,0.725,8,8,0.03760002239453,3
chr6,34425,110590887,110590889,0.944,0.737,12,27,0.0469484455099159,5
chr6,34427,110826199,110826201,0.944,0.603,8,24,0.00330637197575112,3
chr6,34428,110834496,110834498,0.402,0.61,4,10,0.0480853108285353,3
chr6,34429,110871876,110871878,0.501,0.7,8,20,0.147727986828983,4
chr6,34430,110906162,110906164,0.442,0.654,13,19,0.211498990451141,4
chr6,34431,110930770,110930772,0.462,0.686,52,67,0.325009503683266,13
chr6,34432,111019567,111019569,0.739,0.556,23,46,0.00812292669987569,5
chr6,34433,111130063,111130065,0.445,0.698,8,16,0.156559091298813,5
chr6,34435,111177593,111177595,0.31,0.622,5,11,0.209419196153973,3
chr6,34437,111214071,111214073,0.636,0.45,15,17,0.0181037556088635,4
chr6,34438,111223525,111223527,0.827,0.579,13,16,0.192994835578641,5
chr6,34439,111258131,111258133,0.772,0.572,17,26,0.00317286872660572,6
chr6,34441,111330835,111330837,0.22,0.485,21,25,0.349580924779075,5
chr6,34443,111454733,111454735,0.803,0.565,13,17,0.0318414961251716,5
chr6,34445,111506321,111506323,0.528,0.763,12,21,0.281802962113838,6
chr6,34448,112265476,112265478,0.713,0.914,16,29,0.0240007646164451,6
chr6,34449,112266178,112266180,0.657,0.859,9,13,0.0222572123025844,3
chr6,34451,112655260,112655262,0.899,0.645,9,7,0.000683124772180688,3
chr6,34452,112655889,112655891,0.889,0.659,13,14,0.0105711243262728,5
chr6,34455,112959610,112959612,0.524,0.285,10,13,0.0212101450186791,4
chr6,34459,113161424,113161426,0.686,0.946,20,18,0.00408136839406481,7
chr6,34460,113162439,113162441,0.717,0.936,5,5,0.00605254645175923,3
chr6,34468,113935234,113935236,0.832,0.636,12,22,0.00926198918141563,5
chr6,34469,114058875,114058877,0.857,0.674,21,23,0.000282617180452083,4
chr6,34484,115440325,115440327,0.651,0.407,24,32,0.227159637630676,7
chr6,34486,115534293,115534295,0.696,0.949,17,23,0.00307227179768177,4
chr6,34488,115545990,115545992,0.293,0.541,4,6,0.160997306696866,3
chr6,34489,115615468,115615470,0.841,0.589,17,25,0.244932032795983,6
chr6,34490,115713682,115713684,0.583,0.803,33,76,0.0322410256553413,12
chr6,34491,115837117,115837119,0.635,0.375,14,22,0.0357957456666985,7
chr6,34495,116291242,116291244,0.51,0.727,6,9,0.00134895578972916,4
chr6,34496,116292225,116292227,0.533,0.747,12,12,0.000487459361838138,4
chr6,34497,116292665,116292667,0.564,0.765,8,14,0.00761168182587446,3
chr6,34503,117311230,117311232,0.882,0.671,4,11,0.000106448894311217,3
chr6,34508,117366235,117366237,0.71,0.908,12,23,0.00278217644598422,4
chr6,34509,118023965,118023967,0.613,0.81,4,13,0.00402711471700046,3
chr6,34511,118447510,118447512,0.626,0.891,16,12,0.0285758332443364,5
chr6,34516,118985698,118985700,0.834,0.611,13,12,0.0157619848794787,7
chr6,34519,119272241,119272243,0.757,0.539,16,23,0.0275837036439256,6
chr6,34521,119533443,119533445,0.686,0.916,5,13,0.000691423006354386,4
chr6,34523,119534683,119534685,0.662,0.911,12,9,0.00456578359673787,5
chr6,34524,119571375,119571377,0.657,0.86,41,77,0.0627252415389147,9
chr6,34525,119626972,119626974,0.831,0.618,7,16,0.000979672596849168,3
chr6,34533,119757277,119757279,0.575,0.783,17,20,0.0081063947025376,7
chr6,34534,119758269,119758271,0.612,0.808,15,16,0.00179421973904093,3
chr6,34535,119775382,119775384,0.569,0.357,26,50,0.0107032031814152,10
chr6,34544,120756637,120756639,0.632,0.912,5,22,0.00274607562016183,4
chr6,34546,121265457,121265459,0.659,0.861,6,13,0.00373123683626331,3
chr6,34547,121265958,121265960,0.673,0.873,10,19,0.00473586399972437,3
chr6,34550,121897417,121897419,0.576,0.325,30,45,0.0698429437959914,10
chr6,34551,122080680,122080682,0.97,0.734,15,22,0.0181249452042125,4
chr6,34554,122258012,122258014,0.429,0.693,13,29,0.14019098636389,7
chr6,34556,122259719,122259721,0.305,0.595,19,32,0.0513248237047625,7
chr6,34557,122451603,122451605,0.565,0.764,18,38,0.00140829969106715,5
chr6,34558,122452034,122452036,0.502,0.714,19,41,0.00276479225716231,10
chr6,34559,122460666,122460668,0.694,0.504,16,20,0.0549377345317551,4
chr6,34561,122511718,122511720,0.857,0.672,9,5,0.000293689434746836,3
chr6,34562,122543412,122543414,0.353,0.57,48,69,0.333977284083532,12
chr6,34568,122722443,122722445,0.681,0.473,23,41,0.409018954816347,7
chr6,34571,122921513,122921515,0.827,0.564,18,41,0.0825718986811211,7
chr6,34572,123003228,123003230,0.761,0.535,17,20,0.271770598080214,5
chr6,34573,123024687,123024689,0.31,0.551,16,31,0.202196554311785,8
chr6,34574,123028415,123028417,0.464,0.669,12,8,0.0260591951140724,3
chr6,34575,123077878,123077880,0.597,0.357,16,38,0.247139751533129,6
chr6,34576,123168244,123168246,0.794,0.606,9,19,0.101293119587332,3
chr6,34577,123257062,123257064,0.575,0.782,13,30,0.000427863501104353,3
chr6,34579,123357078,123357080,0.85,0.622,29,39,0.0198951078357583,8
chr6,34580,123406734,123406736,0.665,0.394,19,17,0.597890816914656,6
chr6,34581,123420364,123420366,0.407,0.635,8,11,0.0809675109847939,3
chr6,34583,123533031,123533033,0.441,0.25,27,32,0.188600738497945,9
chr6,34584,123535504,123535506,0.702,0.907,11,16,0.00928899064583388,4
chr6,34585,123563306,123563308,0.698,0.895,12,33,0.0110367078398436,6
chr6,34587,123578842,123578844,0.4,0.183,5,24,0.0032262362590415,3
chr6,34588,123593306,123593308,0.768,0.574,26,39,0.0209573618869341,9
chr6,34592,123694357,123694359,0.336,0.556,105,154,0.0197960439284381,37
chr6,34593,123871657,123871659,0.665,0.458,51,80,0.0549059598096827,17
chr6,34594,123893936,123893938,0.408,0.62,7,7,0.172178312098788,4
chr6,34595,123927234,123927236,0.871,0.671,46,64,0.0449102875125555,10
chr6,34596,123972408,123972410,0.554,0.803,21,35,0.319053097773151,7
chr6,34598,124073384,124073386,0.556,0.935,7,12,0.00300204515268954,4
chr6,34602,124124028,124124030,0.278,0.535,13,19,0.139705183737625,5
chr6,34606,124175695,124175697,0.394,0.859,11,15,0.123933322412173,5
chr6,34607,124176921,124176923,0.361,0.089,57,105,0.126234348747492,23
chr6,34608,124178240,124178242,0.68,0.91,9,25,0.0542065828225529,6
chr6,34612,124193850,124193852,0.368,0.58,6,8,0.0560823912026024,3
chr6,34613,124252256,124252258,0.775,0.985,11,12,0.00334788986488432,4
chr6,34614,124253549,124253551,0.694,0.497,58,70,0.00312686695638853,14
chr6,34616,124406601,124406603,0.708,0.925,5,18,0.0295958935443131,4
chr6,34617,124439638,124439640,0.796,0.588,40,79,0.00903265610346649,11
chr6,34618,124483031,124483033,0.666,0.887,65,125,0.027450479463723,18
chr6,34620,124545423,124545425,0.786,0.571,59,80,0.00452357690601135,17
chr6,34621,124828826,124828828,0.646,0.458,17,24,0.00291687100004223,4
chr6,34623,124933381,124933383,0.383,0.581,13,22,0.033085199856652,3
chr6,34624,124939992,124939994,0.591,0.809,25,57,0.00281931869062069,13
chr6,34625,124996408,124996410,0.767,0.548,61,92,0.0681312741705448,16
chr6,34626,124997561,124997563,0.361,0.663,85,112,0.233743937400509,22
chr6,34628,125040402,125040404,0.734,0.931,16,23,0.00651594402056255,5
chr6,34635,125760679,125760681,0.534,0.759,10,20,0.00849805964375372,4
chr6,34639,125869046,125869048,0.545,0.857,5,16,0.302700058689099,3
chr6,34641,125952193,125952195,0.761,0.534,30,66,0.0896422108353063,10
chr6,34642,125960412,125960414,0.698,0.927,17,44,0.0172400881802867,7
chr6,34643,125961497,125961499,0.607,0.834,17,29,0.010138853181727,5
chr6,34644,125978479,125978481,0.877,0.681,26,28,0.0560721629984797,7
chr6,34650,126405213,126405215,0.642,0.442,30,71,0.00413179347775156,9
chr6,34652,126580667,126580669,0.235,0.527,12,18,0.09378794747588,6
chr6,34657,126942622,126942624,0.575,0.794,25,16,0.0476418806052389,8
chr6,34658,126949553,126949555,0.6,0.83,28,58,0.0820101752059548,12
chr6,34659,126990725,126990727,0.682,0.891,25,60,0.00750072504875166,10
chr6,34660,127009665,127009667,0.583,0.784,22,27,0.00236740597056961,4
chr6,34661,127039622,127039624,0.827,0.609,56,82,0.177377754029286,17
chr6,34662,127096303,127096305,0.605,0.806,8,10,0.0550908303508544,4
chr6,34663,127187699,127187701,0.557,0.772,28,51,0.00266723938036251,9
chr6,34667,127379940,127379942,0.79,0.603,8,22,0.0118471364504403,3
chr6,34670,127384669,127384671,0.233,0.444,12,7,0.00646211301458138,3
chr6,34672,127401530,127401532,0.595,0.402,18,52,0.204443055262749,7
chr6,34676,127649546,127649548,0.541,0.336,91,196,0.0760791459738582,25
chr6,34681,127845098,127845100,0.687,0.911,31,25,0.0214586939174809,8
chr6,34683,127889555,127889557,0.867,0.664,16,25,0.00126200519822683,3
chr6,34687,128085496,128085498,0.721,0.941,22,28,0.00138350936748932,6
chr6,34688,128086317,128086319,0.737,0.933,14,40,0.00102203836139159,7
chr6,34689,128100150,128100152,0.567,0.769,36,69,0.117078182188561,9
chr6,34690,128375893,128375895,0.798,0.595,32,55,0.0578335700165387,9
chr6,34691,128400337,128400339,0.86,0.658,50,100,0.0217518298832526,14
chr6,34692,128451526,128451528,0.191,0.477,11,17,0.0973015514241491,6
chr6,34694,128524898,128524900,0.59,0.797,7,18,0.00389469603654302,3
chr6,34695,128525405,128525407,0.674,0.916,8,23,0.0475109262843016,4
chr6,34697,128569385,128569387,0.228,0.436,6,3,0.0690838919212821,3
chr6,34699,128706184,128706186,0.757,0.964,12,9,0.00173439174160017,4
chr6,34701,128739611,128739613,0.619,0.95,3,10,0.0131506609837587,3
chr6,34702,128800802,128800804,0.868,0.663,46,57,0.00215887156357208,15
chr6,34703,129068114,129068116,0.739,0.939,16,19,0.00156306316698906,7
chr6,34704,129149480,129149482,0.59,0.383,15,18,0.31156264127995,4
chr6,34705,129267788,129267790,0.612,0.393,20,11,0.21630380597657,7
chr6,34706,129277781,129277783,0.321,0.745,16,18,0.1856046941863,7
chr6,34707,129328120,129328122,0.566,0.795,53,96,0.113404717460975,12
chr6,34708,129352890,129352892,0.861,0.656,24,47,0.0123370888112526,9
chr6,34709,129389294,129389296,0.904,0.711,6,16,0.0238367515698953,4
chr6,34710,129440610,129440612,0.799,0.615,9,27,0.0164862312559899,5
chr6,34711,129449306,129449308,0.531,0.76,18,38,0.122052195624367,7
chr6,34712,129549249,129549251,0.597,0.394,12,26,0.0082747959452395,5
chr6,34715,129608346,129608348,0.897,0.586,13,18,0.0781503441384924,3
chr6,34716,129739754,129739756,0.451,0.656,7,19,0.000291964405451761,3
chr6,34717,129786906,129786908,0.308,0.562,57,73,0.300849578734928,11
chr6,34718,129789254,129789256,0.086,0.296,17,27,0.0228482384435057,5
chr6,34719,129791504,129791506,0.491,0.784,9,7,0.0846731984124893,3
chr6,34720,129829540,129829542,0.81,0.611,76,72,0.0196479420914913,15
chr6,34721,129834915,129834917,0.836,0.593,11,23,0.0712237663829081,5
chr6,34722,130003663,130003665,0.819,0.618,6,18,0.00465376183410005,4
chr6,34724,130017096,130017098,0.525,0.816,22,40,0.117664234339067,6
chr6,34726,130229182,130229184,0.619,0.837,27,53,0.0753001949942714,7
chr6,34727,130284675,130284677,0.656,0.861,24,26,0.004385336045308,8
chr6,34728,130311942,130311944,0.456,0.664,11,19,0.224526778090598,4
chr6,34730,130336691,130336693,0.805,0.559,29,41,0.0213784563751791,12
chr6,34732,130359194,130359196,0.663,0.88,28,57,0.0143205168832752,10
chr6,34733,130394451,130394453,0.588,0.789,38,107,0.0690203560696747,10
chr6,34734,130395628,130395630,0.707,0.944,9,17,0.0819738971915237,4
chr6,34735,130400080,130400082,0.537,0.735,12,12,0.0211428160120478,3
chr6,34738,131499530,131499532,0.638,0.889,22,58,0.0237992777991411,7
chr6,34739,131516628,131516630,0.528,0.738,28,28,0.00811273275902802,6
chr6,34742,131755138,131755140,0.482,0.692,15,24,0.0015557237611859,5
chr6,34743,131835363,131835365,0.633,0.836,3,9,0.0270124923740515,3
chr6,34744,131841236,131841238,0.696,0.909,16,33,0.0288675916781006,4
chr6,34745,131851222,131851224,0.318,0.528,17,37,0.0844637828928939,5
chr6,34746,131874564,131874566,0.693,0.889,16,22,0.0167978162871293,3
chr6,34747,131901466,131901468,0.267,0.558,52,79,0.269752041322868,15
chr6,34748,131903943,131903945,0.467,0.705,34,47,0.195132899530749,8
chr6,34749,131922482,131922484,0.444,0.729,33,49,0.294780141807186,13
chr6,34750,131930088,131930090,0.502,0.289,30,28,0.375118345480613,5
chr6,34752,132239423,132239425,0.618,0.827,38,46,0.158700745157066,7
chr6,34755,132288497,132288499,0.641,0.431,8,29,0.0107189947492765,5
chr6,34756,132310483,132310485,0.393,0.615,31,60,0.117079104823829,8
chr6,34757,132318463,132318465,0.885,0.696,13,31,0.00105939737219019,5
chr6,34758,132406389,132406391,0.376,0.81,111,127,0.00689690269240495,26
chr6,34762,132700721,132700723,0.571,0.314,6,11,0.27347027262593,4
chr6,34763,132833657,132833659,0.698,0.892,35,54,0.0140537989848134,11
chr6,34764,132846515,132846517,0.542,0.759,36,67,0.00741200945154097,11
chr6,34767,133577452,133577454,0.275,0.485,8,6,0.044068398505397,3
chr6,34768,133643609,133643611,0.834,0.596,54,76,0.149909942215179,16
chr6,34769,133653213,133653215,0.888,0.684,13,32,0.0119864643504318,6
chr6,34770,133660136,133660138,0.459,0.723,28,64,0.0179691060447792,13
chr6,34772,133727595,133727597,0.322,0.526,51,89,0.0126759685827391,13
chr6,34773,133842256,133842258,0.541,0.807,75,127,0.0727594635041445,27
chr6,34774,134038168,134038170,0.636,0.894,6,11,0.00362380443084631,3
chr6,34776,134100462,134100464,0.917,0.661,12,26,0.00573375297490741,8
chr6,34777,134178649,134178651,0.532,0.76,31,66,0.143014050395888,12
chr6,34778,134456013,134456015,0.574,0.79,43,71,0.0327649320482158,13
chr6,34779,134534904,134534906,0.38,0.181,10,45,0.0123229427877044,6
chr6,34780,134535391,134535393,0.422,0.191,20,15,0.0216523250998315,7
chr6,34782,134624876,134624878,0.289,0.521,17,42,0.219704772471088,5
chr6,34783,134698410,134698412,0.915,0.696,14,18,0.00642062976718405,5
chr6,34785,134744540,134744542,0.54,0.343,30,44,0.0672705513623805,8
chr6,34787,134845335,134845337,0.331,0.102,26,34,0.176231232678814,9
chr6,34788,134911947,134911949,0.731,0.926,13,27,0.00422225547845401,3
chr6,34790,134957974,134957976,0.51,0.207,11,21,0.266918734704651,4
chr6,34791,134976278,134976280,0.985,0.775,23,57,0.00680298317625283,9
chr6,34793,135121370,135121372,0.659,0.866,36,67,0.00150682808047387,10
chr6,34794,135158323,135158325,0.426,0.744,9,16,0.243676621479858,4
chr6,34795,135264936,135264938,0.353,0.647,28,36,0.281279717749409,7
chr6,34796,135305640,135305642,0.656,0.449,17,20,0.235924993562865,3
chr6,34798,135476949,135476951,0.344,0.088,6,15,0.0802636835680786,3
chr6,34799,135605284,135605286,0.593,0.364,50,103,0.349117373337985,15
chr6,34800,135609401,135609403,0.835,0.617,31,51,0.234850837849237,6
chr6,34801,135612058,135612060,0.189,0.424,23,26,0.264639631936737,7
chr6,34802,135725855,135725857,0.321,0.663,8,14,0.0944164694816473,4
chr6,34803,135831706,135831708,0.273,0.515,9,14,0.198787830847104,3
chr6,34804,135894899,135894901,0.205,0.557,41,67,0.186360369730481,13
chr6,34806,136004113,136004115,0.558,0.28,19,31,0.46988807662922,8
chr6,34808,136059300,136059302,0.933,0.731,28,43,0.0045586006789613,10
chr6,34809,136060147,136060149,0.933,0.727,4,8,0.0018317474308196,3
chr6,34811,136319579,136319581,0.681,0.92,25,44,0.00863249550760514,10
chr6,34812,136381988,136381990,0.617,0.376,22,35,0.310293161309353,6
chr6,34814,136530409,136530411,0.585,0.381,12,24,0.17546490032752,4
chr6,34816,136588388,136588390,0.587,0.794,6,9,0.000827473233371401,5
chr6,34818,136652922,136652924,0.82,0.635,19,23,0.00358610780349622,5
chr6,34820,136659105,136659107,0.565,0.318,63,106,0.0247764271082959,16
chr6,34821,136703666,136703668,0.48,0.695,26,63,0.256265912551781,9
chr6,34822,136716876,136716878,0.381,0.641,18,26,0.319622657613542,6
chr6,34823,136725114,136725116,0.614,0.813,26,44,0.0619485843307915,7
chr6,34824,136738680,136738682,0.457,0.264,23,45,0.231877838274352,8
chr6,34825,136758430,136758432,0.647,0.85,29,43,0.00622520139859295,6
chr6,34827,136789800,136789802,0.656,0.899,11,25,0.0178444396300076,3
chr6,34828,136815182,136815184,0.682,0.436,73,191,0.177218762578925,24
chr6,34829,136824753,136824755,0.847,0.642,36,56,0.0404739889808829,13
chr6,34830,136829756,136829758,0.886,0.689,22,36,0.0171853390432122,7
chr6,34831,136944034,136944036,0.776,0.575,13,37,0.0266058763786647,6
chr6,34832,137007914,137007916,0.664,0.882,12,11,0.176257647559538,4
chr6,34833,137021191,137021193,0.357,0.153,8,20,0.00446217509786312,3
chr6,34834,137046683,137046685,0.319,0.534,35,50,0.000939817174762214,10
chr6,34836,137183918,137183920,0.45,0.682,19,34,0.330768009368663,5
chr6,34837,137217371,137217373,0.462,0.667,18,28,0.0444182031532402,5
chr6,34838,137236961,137236963,0.575,0.382,6,16,0.0093684552042923,3
chr6,34840,137376685,137376687,0.193,0.43,5,19,0.0147383338668216,3
chr6,34841,137377130,137377132,0.302,0.51,14,5,0.0102695148581368,4
chr6,34844,137519627,137519629,0.582,0.831,24,37,0.00478167176751443,9
chr6,34845,137535117,137535119,0.648,0.343,12,22,0.00474768700150008,4
chr6,34847,137575979,137575981,0.798,0.544,27,60,0.0714310086559183,9
chr6,34848,137577172,137577174,0.628,0.389,35,53,0.0858028175524738,7
chr6,34849,137635830,137635832,0.427,0.671,13,16,0.000574782292839693,3
chr6,34851,137752161,137752163,0.434,0.728,32,41,0.230105154111698,9
chr6,34853,137838957,137838959,0.698,0.492,36,85,0.019275253403103,10
chr6,34854,137910602,137910604,0.2,0.398,9,16,0.041600293443199,3
chr6,34855,137962358,137962360,0.673,0.481,15,36,0.0373773506998952,4
chr6,34856,137994009,137994011,0.852,0.607,9,22,0.131320645620939,3
chr6,34857,138012616,138012618,0.786,0.598,29,29,0.0158933349118205,5
chr6,34859,138211214,138211216,0.867,0.667,10,18,6.65776953665542e-05,3
chr6,34861,138459117,138459119,0.743,0.557,9,13,0.00575102837734076,4
chr6,34865,138462268,138462270,0.705,0.473,10,14,0.00104064032551843,3
chr6,34872,139118559,139118561,0.859,0.659,7,15,0.000648368829965551,6
chr6,34874,139259767,139259769,0.773,0.567,6,3,0.000109333486930652,3
chr6,34878,139262858,139262860,0.767,0.562,19,20,0.00115227701774978,9
chr6,34882,139478974,139478976,0.693,0.406,15,7,0.000194450051849038,4
chr6,34896,140745078,140745080,0.63,0.439,4,7,0.00556347493305176,3
chr6,34899,140747127,140747129,0.592,0.398,10,20,0.000508992817497667,3
chr6,34900,140817930,140817932,0.835,0.562,14,23,0.000374257924360522,6
chr6,34901,140819293,140819295,0.823,0.566,11,16,0.00372505838383863,5
chr6,34906,141360832,141360834,0.74,0.548,4,7,0.000849957672636847,3
chr6,34908,141635229,141635231,0.649,0.854,11,27,0.00123063729312445,6
chr6,34910,141752432,141752434,0.849,0.655,4,10,0.000889280742260912,3
chr6,34916,141911351,141911353,0.869,0.596,14,15,0.00475523893810803,4
chr6,34921,141915081,141915083,0.911,0.689,17,22,0.00312962019695451,4
chr6,34924,142070965,142070967,0.836,0.642,6,14,0.00012925920961504,3
chr6,34934,142305973,142305975,0.8,0.601,7,9,0.00317478877367527,3
chr6,34936,142496639,142496641,0.49,0.787,18,23,0.00497843271235937,7
chr6,34941,142681011,142681013,0.519,0.803,4,4,0.000223725079452231,3
chr6,34945,142739514,142739516,0.585,0.792,14,14,0.00221214138919401,4
chr6,34948,142986729,142986731,0.512,0.827,7,9,0.002355957732872,4
chr6,34950,142988333,142988335,0.588,0.852,7,10,0.00807530671307477,6
chr6,34954,143056481,143056483,0.61,0.81,11,29,0.00562838627780948,3
chr6,34955,143058014,143058016,0.575,0.788,13,13,0.00132526516526754,3
chr6,34960,143117371,143117373,0.745,0.561,5,5,0.000397013248672362,4
chr6,34963,143119881,143119883,0.762,0.562,3,3,0.00074394963680624,3
chr6,34965,143125012,143125014,0.79,0.587,8,5,0.000931718848195318,5
chr6,34968,143223813,143223815,0.785,0.602,11,6,0.000151953871263988,4
chr6,34973,143485762,143485764,0.577,0.791,41,107,0.000399461505972365,15
chr6,34979,143516161,143516163,0.788,0.597,10,7,0.00154782885868998,4
chr6,34984,143635445,143635447,0.637,0.855,9,18,0.00044233952866779,4
chr6,34988,143995872,143995874,0.696,0.893,5,10,0.000142424589988921,3
chr6,34991,144070672,144070674,0.955,0.705,11,15,0.000506105201429352,3
chr6,34992,144124148,144124150,0.579,0.88,11,25,0.524893394429053,8
chr6,34995,144290783,144290785,0.373,0.713,6,14,0.427808985441159,3
chr6,34996,144292982,144292984,0.921,0.684,6,12,0.0749778282069956,3
chr6,34997,144383919,144383921,0.458,0.71,36,54,0.32050188071168,9
chr6,34998,144682931,144682933,0.752,0.51,21,29,0.303128390944342,6
chr6,34999,144984360,144984362,0.916,0.719,41,48,0.00196504526882091,9
chr6,35000,144997536,144997538,0.331,0.638,17,17,0.0380490203126483,6
chr6,35001,144998528,144998530,0.343,0.632,7,23,0.0306920353616598,6
chr6,35002,145013278,145013280,0.502,0.705,18,18,0.00903286893749083,5
chr6,35003,145066584,145066586,0.797,0.583,36,89,0.0472775516520749,11
chr6,35004,145099132,145099134,0.411,0.654,29,44,0.175896137640973,7
chr6,35006,145397121,145397123,0.729,0.959,12,18,0.000567861732090225,3
chr6,35008,145739180,145739182,0.185,0.473,6,20,0.161402702643342,4
chr6,35011,145816433,145816435,0.36,0.707,36,65,0.122055477316398,9
chr6,35012,145842234,145842236,0.288,0.514,68,71,0.164164115075427,19
chr6,35013,146009321,146009323,0.713,0.525,16,29,0.0249351272206597,5
chr6,35014,146100239,146100241,0.711,0.45,5,4,0.0613764507623373,3
chr6,35015,146123561,146123563,0.582,0.85,61,92,0.0100283248225983,17
chr6,35017,146131424,146131426,0.59,0.786,9,20,0.00306008097967314,3
chr6,35020,146359910,146359912,0.417,0.693,56,83,0.443233292495057,19
chr6,35021,146391992,146391994,0.847,0.644,17,30,0.053430656802184,10
chr6,35022,146775956,146775958,0.51,0.198,11,22,0.0226405825694055,4
chr6,35024,146791087,146791089,0.605,0.295,5,4,0.0366678379505126,3
chr6,35026,147170244,147170246,0.272,0.558,8,3,0.00455333874760655,3
chr6,35027,147348475,147348477,0.631,0.841,11,20,0.00178683404981594,5
chr6,35028,147428885,147428887,0.646,0.843,4,9,0.000181932880146229,3
chr7,35035,19884,19886,0.319,0.576,112,241,0.0047812685023394,18
chr7,35037,21370,21372,0.199,0.676,15,40,0.000489501707892359,3
chr7,35038,238271,238273,0.578,0.82,18,30,0.0128746213114116,6
chr7,35039,282838,282840,0.509,0.712,24,26,0.0290089946481689,4
chr7,35042,363956,363958,0.572,0.839,11,20,0.000165417039524995,3
chr7,35048,800481,800483,0.885,0.67,32,20,0.0202113832304732,8
chr7,35049,805807,805809,0.617,0.846,11,28,0.0347969258359141,5
chr7,35051,831894,831896,0.348,0.637,265,363,0.0964665371779575,31
chr7,35053,974671,974673,0.507,0.897,31,57,0.0707036724723507,8
chr7,35054,975738,975740,0.354,0.073,132,213,0.074783870147132,32
chr7,35057,1205711,1205713,0.619,0.353,5,18,0.028157574127032,4
chr7,35066,1650555,1650557,0.595,0.279,9,21,0.00105178521916321,4
chr7,35068,1926598,1926600,0.865,0.663,11,15,0.000192363214732594,3
chr7,35074,2419763,2419765,0.697,0.907,16,15,0.000842741318931362,3
chr7,35075,2420452,2420454,0.708,0.909,12,14,7.75077472748853e-05,3
chr7,35077,2503587,2503589,0.265,0.612,9,10,0.261116846888124,5
chr7,35079,2587743,2587745,0.331,0.134,28,52,0.0571521558465767,13
chr7,35080,2601254,2601256,0.705,0.508,30,50,0.0924812482938731,10
chr7,35081,2642370,2642372,0.1,0.49,30,57,0.229209343531165,8
chr7,35083,2787679,2787681,0.519,0.19,15,32,0.214763246618667,5
chr7,35085,2828362,2828364,0.62,0.403,20,14,0.283213550940622,7
chr7,35089,2877773,2877775,0.309,0.531,14,14,0.15234060320385,3
chr7,35090,2954251,2954253,0.547,0.244,35,78,0.0586082785162477,17
chr7,35091,2955943,2955945,0.691,0.897,21,30,0.0322874527299551,4
chr7,35092,2974606,2974608,0.265,0.469,9,13,0.160797003787019,4
chr7,35094,3062588,3062590,0.751,0.963,28,37,0.0271216089061168,14
chr7,35097,3088767,3088769,0.844,0.616,24,45,0.00567495683886921,9
chr7,35101,3131140,3131142,0.321,0.728,8,24,0.210567763261339,4
chr7,35102,3230741,3230743,0.168,0.417,3,9,0.0528635918584374,3
chr7,35103,3331549,3331551,0.618,0.832,4,7,0.207968593412657,3
chr7,35104,3345217,3345219,0.722,0.451,33,28,0.192597521522531,8
chr7,35105,3368030,3368032,0.621,0.83,32,24,0.000361908937494215,5
chr7,35124,4537462,4537464,0.889,0.691,4,6,0.00047586543342848,3
chr7,35125,4539860,4539862,0.916,0.696,6,6,0.00109353282929547,3
chr7,35129,4804568,4804570,0.915,0.701,6,7,0.000438389964456887,4
chr7,35131,4807031,4807033,0.93,0.653,16,16,0.000126613539487064,4
chr7,35133,4809774,4809776,0.926,0.657,3,6,0.000476336106859265,3
chr7,35136,4872087,4872089,0.886,0.704,9,12,0.000505172530450571,3
chr7,35147,5055967,5055969,0.645,0.936,4,4,0.0105341931431494,3
chr7,35154,5079267,5079269,0.529,0.818,5,18,3.89668669658061e-05,3
chr7,35168,5835120,5835122,0.871,0.669,7,14,0.000260365592521627,4
chr7,35178,6425186,6425188,0.6,0.869,5,12,0.00290692933352199,3
chr7,35183,6430696,6430698,0.588,0.788,6,14,0.000422280288738919,4
chr7,35186,7509040,7509042,0.84,0.634,49,30,0.00196494088025789,8
chr7,35197,8271584,8271586,0.595,0.91,9,22,0.000930597511244247,6
chr7,35208,9527453,9527455,0.574,0.774,8,12,0.00047391257978413,3
chr7,35210,9657196,9657198,0.856,0.562,13,18,0.00530715346801081,7
chr7,35211,9658345,9658347,0.876,0.674,15,18,0.0053981754723017,4
chr7,35212,9884920,9884922,0.695,0.399,18,17,0.450594714626315,7
chr7,35213,10179236,10179238,0.47,0.72,7,9,0.00440097583985288,4
chr7,35215,10273326,10273328,0.554,0.814,8,15,0.00165282193151128,3
chr7,35217,10357640,10357642,0.583,0.997,6,8,0.000205526945829537,3
chr7,35221,10660853,10660855,0.873,0.69,10,5,4.88008789332195e-05,3
chr7,35223,10732618,10732620,0.422,0.833,36,76,0.339648133124519,10
chr7,35226,10928684,10928686,0.804,0.494,9,26,0.0223023130063776,4
chr7,35227,10933629,10933631,0.492,0.698,22,42,0.0795343880303454,8
chr7,35228,10938286,10938288,0.536,0.274,25,45,0.505256976840978,7
chr7,35231,10983551,10983553,0.603,0.378,17,25,0.0263500985943117,5
chr7,35232,10984136,10984138,0.61,0.401,19,31,0.0269948094866395,5
chr7,35233,11114833,11114835,0.51,0.747,9,25,0.284261158538374,4
chr7,35234,11146647,11146649,0.696,0.497,56,92,0.0926881461048915,15
chr7,35235,11149929,11149931,0.501,0.7,21,25,0.124880438742695,4
chr7,35236,11183097,11183099,0.44,0.678,26,56,0.0349772201920336,8
chr7,35237,11196464,11196466,0.772,0.466,13,20,0.448093233465287,5
chr7,35238,11249154,11249156,0.495,0.285,37,64,0.00799484181052468,14
